year,month,day,julian_date,lake,nauplii,daphnia_pulex,daphnia_lumholtzi,adult_calanoid,juvenile_calanoid,adult_cyclopoid,juvenile_cyclopoid,ostracod,bosmina,neonate_daphnia,daphnia_longiremis,daphina_ambigua
2013,7,3,13184,Poway,0.148357143,1.378285714,,0.9447,0.446985714,0.563757143,0.394342857,,,,,
2013,7,3,13184,Poway,0.122514286,1.742957143,,1.093057143,0.5025,0.516857143,0.385728571,,,,,
2013,7,3,13184,Poway,0.201957143,1.169628571,,0.853771429,0.615442857,0.647028571,0.331171429,,,,,
2013,7,3,13184,Murray,0.185685714,,0.733171429,1.639585714,0.471871429,1.036585714,0.451771429,0.197171429,0.182814286,0.370414286,,
2013,7,3,13184,Murray,0.138785714,,0.664257143,1.2596,0.737957143,0.498671429,0.374242857,0.220142857,0.196214286,0.377114286,,
2013,7,3,13184,Murray,0.1474,,0.469957143,,,0.938,0.694885714,0.3283,0.258428571,0.487185714,,
2013,7,3,13184,Murray,0.130171429,,0.6566,,,0.6566,0.467085714,0.191428571,0.268957143,0.351271429,,
2013,7,3,13184,Murray,0.126342857,,0.4891,,,1.142828571,0.3484,0.195257143,0.273742857,0.325428571,,
2013,7,3,13184,Murray,0.139742857,,0.581942857,,,1.1055,0.603,0.1943,0.230671429,0.346485714,,
2013,7,3,13184,Murray,0.134,,0.714985714,,,0.921728571,0.3886,,0.210571429,0.402957143,,
2013,7,3,13184,Murray,0.237371429,,1.459642857,,,0.737957143,0.588642857,,0.2479,0.283314286,,
2013,7,3,13184,Murray,0.379985714,,0.699671429,,,0.826014286,0.646071429,,0.161757143,0.383814286,,
2013,7,3,13184,Murray,0.119642857,,0.814528571,,,1.010742857,0.460385714,,0.225885714,0.406785714,,
2013,7,3,13184,Murray,0.178028571,,0.446985714,,,0.647028571,0.536957143,,0.252685714,0.270871429,,
2013,7,3,13184,Murray,0.152185714,,0.625971429,,,0.8978,0.692014286,,0.297671429,0.2345,,
2013,7,3,13184,Murray,0.141657143,,0.488142857,,,0.653728571,0.595342857,,0.245028571,,,
2013,7,3,13184,Murray,0.1541,,0.8241,,,0.791557143,0.432628571,,0.222057143,,,
2013,7,3,13184,Murray,0.211528571,,1.137085714,,,0.789642857,0.477614286,,0.262257143,,,
2013,7,3,13184,Murray,0.170371429,,0.490057143,,,1.023185714,0.379985714,,0.206742857,,,
2013,7,3,13184,Murray,0.134,,0.954271429,,,,0.383814286,,0.249814286,,,
2013,7,3,13184,Murray,0.181857143,,0.9849,,,,0.484314286,,0.233542857,,,
2013,7,3,13184,Murray,0.257471429,,0.725514286,,,,0.604914286,,0.181857143,,,
2013,7,3,13184,Murray,0.126342857,,0.524514286,,,,0.611614286,,0.313942857,,,
2013,7,3,13184,Murray,0.220142857,,0.778157143,,,,0.473785714,,0.218228571,,,
2013,7,3,13184,Murray,0.138785714,,0.383814286,,,,,,0.252685714,,,
2013,7,3,13184,Murray,0.171328571,,0.849942857,,,,,,0.215357143,,,
2013,7,3,13184,Murray,0.172285714,,0.500585714,,,,,,0.270871429,,,
2013,7,3,13184,Murray,0.273742857,,0.592471429,,,,,,0.290971429,,,
2013,7,3,13184,Miramar,0.216314286,1.451028571,,1.116028571,0.560885714,1.148571429,0.550357143,0.488142857,,0.414442857,,
2013,7,3,13184,Miramar,0.285228571,1.754442857,,1.690314286,0.5025,0.638414286,0.449857143,,,0.400085714,,
2013,7,3,13184,Miramar,0.295757143,0.9782,,0.826971429,0.443157143,0.701585714,0.535042857,,,0.454642857,,
2013,7,3,13184,Miramar,0.185685714,1.851114286,,1.084442857,0.507285714,0.775285714,0.505371429,,,0.365628571,,
2013,7,3,13184,Miramar,0.1541,1.164842857,,1.042328571,0.491014286,0.742742857,0.461342857,,,0.424014286,,
2013,7,3,13184,Miramar,0.219185714,1.302671429,,1.9229,0.421142857,0.804,0.409657143,,,0.508242857,,
2013,7,3,13184,Miramar,0.130171429,1.434757143,,1.722857143,0.648942857,0.758057143,0.414442857,,,,,
2013,7,3,13184,Miramar,0.129214286,1.4204,,0.923642857,0.578114286,0.782942857,0.331171429,,,,,
2013,7,3,13184,Miramar,0.133042857,1.671171429,,1.181114286,0.504414286,0.553228571,0.490057143,,,,,
2013,7,3,13184,Miramar,0.263214286,1.128471429,,0.780071429,0.583857143,1.173457143,0.600128571,,,,,
2013,7,3,13184,Miramar,0.191428571,0.816442857,,1.068171429,0.520685714,0.564714286,0.500585714,,,,,
2013,7,3,13184,Miramar,0.2881,1.700842857,,1.5946,0.476657143,0.8107,0.382857143,,,,,
2013,7,3,13184,Miramar,0.172285714,1.322771429,,0.902585714,0.519728571,0.8375,0.369457143,,,,,
2013,7,3,13184,Miramar,0.172285714,0.737,,0.682442857,0.537914286,0.5025,0.307242857,,,,,
2013,7,3,13184,Miramar,0.158885714,0.7035,,1.133257143,0.492928571,0.583857143,0.472828571,,,,,
2013,7,3,13184,Miramar,0.094757143,0.752314286,,1.709457143,0.472828571,0.512071429,0.384771429,,,,,
2013,7,3,13184,Miramar,0.151228571,0.744657143,,1.094014286,0.414442857,0.740828571,0.378071429,,,,,
2013,7,3,13184,Miramar,0.134957143,1.810914286,,0.8442,0.5293,0.530257143,0.370414286,,,,,
2013,7,3,13184,Miramar,0.156014286,1.4472,,0.902585714,0.6097,0.503457143,0.477614286,,,,,
2013,7,3,13184,Miramar,0.190471429,0.714985714,,0.538871429,0.538871429,0.749442857,0.452728571,,,,,
2013,7,3,13184,Miramar,0.169414286,0.987771429,,1.225142857,0.458471429,0.714985714,0.496757143,,,,,
2013,7,3,13184,Miramar,0.1742,1.690314286,,1.960228571,0.603,0.670957143,0.420185714,,,,,
2013,7,3,13184,Miramar,0.149314286,1.128471429,,,0.595342857,0.685314286,0.382857143,,,,,
2013,7,3,13184,Miramar,0.177071429,1.449114286,,,,0.811657143,0.3417,,,,,
2013,7,3,13184,Miramar,0.1809,,,,,0.848028571,0.4757,,,,,
2013,9,24,13267,Poway,0.202914286,1.479742857,,0.9916,0.468042857,0.599171429,0.441242857,,,,,
2013,9,24,13267,Poway,0.178028571,0.565671429,,0.849942857,0.488142857,0.6901,0.472828571,,,,,
2013,9,24,13267,Poway,0.116771429,1.334257143,,0.601085714,0.493885714,0.4556,0.449857143,,,,,
2013,9,24,13267,Poway,0.152185714,1.162928571,,0.647985714,0.410614286,0.4556,0.366585714,,,,,
2013,9,24,13267,Poway,0.162714286,1.294057143,,0.9514,0.558014286,0.521642857,0.434542857,,,,,
2013,9,24,13267,Poway,0.1608,,,0.678614286,0.494842857,0.6834,0.474742857,,,,,
2013,9,24,13267,Poway,0.2211,,,0.902585714,0.403914286,0.7303,0.416357143,,,,,
2013,9,24,13267,Poway,0.192385714,,,0.849942857,0.588642857,0.4154,0.499628571,,,,,
2013,9,24,13267,Poway,0.201,,,0.598214286,0.466128571,0.6097,0.429757143,,,,,
2013,9,24,13267,Poway,0.244071429,,,0.953314286,0.5092,0.548442857,0.379985714,,,,,
2013,9,24,13267,Poway,0.223014286,,,1.053814286,0.456557143,0.555142857,0.425928571,,,,,
2013,9,24,13267,Poway,0.176114286,,,1.610871429,0.424971429,,0.380942857,,,,,
2013,9,24,13267,Poway,0.1675,,,0.890142857,0.463257143,,0.256514286,,,,,
2013,9,24,13267,Poway,0.223971429,,,0.887271429,0.539828571,,0.379028571,,,,,
2013,9,24,13267,Poway,0.191428571,,,0.988728571,0.412528571,,0.468042857,,,,,
2013,9,24,13267,Poway,0.171328571,,,0.759971429,0.456557143,,0.3953,,,,,
2013,9,24,13267,Poway,0.133042857,,,0.619271429,0.930342857,,0.464214286,,,,,
2013,9,24,13267,Poway,0.1943,,,1.799428571,0.487185714,,0.4288,,,,,
2013,9,24,13267,Poway,0.268957143,,,0.780071429,0.359885714,,0.339785714,,,,,
2013,9,24,13267,Poway,0.342657143,,,0.845157143,0.382857143,,0.440285714,,,,,
2013,9,24,13267,Poway,0.2345,,,0.671914286,0.3886,,0.438371429,,,,,
2013,9,24,13267,Poway,0.292885714,,,0.9045,0.497714286,,0.407742857,,,,,
2013,9,24,13267,Poway,0.188557143,,,0.898757143,0.499628571,,0.451771429,,,,,
2013,9,24,13267,Poway,0.178985714,,,0.899714286,0.523557143,,,,,,,
2013,9,24,13267,Poway,0.121557143,,,0.826971429,0.4824,,,,,,,
2013,9,24,13267,Miramar,0.144528571,1.710414286,,1.042328571,0.5628,0.602042857,0.3953,,,,,
2013,9,24,13267,Miramar,0.198128571,1.260557143,,0.994471429,0.767628571,1.008828571,0.351271429,,,,,
2013,9,24,13267,Miramar,0.137828571,0.737,,0.801128571,0.558971429,1.036585714,0.418271429,,,,,
2013,9,24,13267,Miramar,0.200042857,1.1658,,1.088271429,,0.8308,0.325428571,,,,,
2013,9,24,13267,Miramar,0.130171429,0.843242857,,1.126557143,,0.669042857,0.366585714,,,,,
2013,9,24,13267,Miramar,0.277571429,1.6415,,0.751357143,,0.896842857,0.459428571,,,,,
2013,9,24,13267,Miramar,0.146442857,1.760185714,,0.936085714,,0.861428571,0.343614286,,,,,
2013,9,24,13267,Miramar,0.159842857,0.595342857,,0.700628571,,0.665214286,0.315857143,,,,,
2013,9,24,13267,Miramar,0.185685714,1.828142857,,1.116985714,,1.168671429,0.311071429,,,,,
2013,9,24,13267,Miramar,0.124428571,1.356271429,,1.183985714,,0.776242857,0.653728571,,,,,
2013,9,24,13267,Miramar,0.150271429,1.649157143,,1.005957143,,0.981071429,0.325428571,,,,,
2013,9,24,13267,Miramar,0.134,2.004257143,,1.894185714,,0.9782,0.406785714,,,,,
2013,9,24,13267,Miramar,0.155057143,1.403171429,,,,1.0184,0.644157143,,,,,
2013,9,24,13267,Miramar,0.136871429,1.042328571,,,,0.738914286,0.570457143,,,,,
2013,9,24,13267,Miramar,0.290971429,1.602257143,,,,1.026057143,0.3551,,,,,
2013,9,24,13267,Miramar,0.185685714,0.714028571,,,,1.339042857,0.494842857,,,,,
2013,9,24,13267,Miramar,0.245028571,1.168671429,,,,1.061471429,,,,,,
2013,9,24,13267,Miramar,0.108157143,1.088271429,,,,1.486442857,,,,,,
2013,9,24,13267,Miramar,0.162714286,1.2127,,,,0.855685714,,,,,,
2013,9,24,13267,Miramar,0.179942857,1.059557143,,,,1.369671429,,,,,,
2013,9,24,13267,Miramar,0.130171429,1.846328571,,,,1.617571429,,,,,,
2013,9,24,13267,Miramar,0.143571429,0.935128571,,,,1.430928571,,,,,,
2013,9,24,13267,Miramar,0.188557143,0.997342857,,,,1.0318,,,,,,
2013,9,24,13267,Miramar,0.183771429,0.853771429,,,,1.037542857,,,,,,
2013,9,24,13267,Miramar,0.150271429,1.268214286,,,,1.006914286,,,,,,
2013,9,24,13267,Murray,0.162714286,1.816657143,1.021271429,1.0318,0.664257143,0.563757143,0.473785714,,0.235457143,,,
2013,9,24,13267,Murray,0.243114286,1.469214286,0.677657143,0.963842857,0.605871429,0.866214286,0.547485714,,0.223014286,,,
2013,9,24,13267,Murray,0.171328571,,0.525471429,0.829842857,0.819314286,1.028928571,0.480485714,,0.201957143,,,
2013,9,24,13267,Murray,0.1943,,0.510157143,1.094971429,0.507285714,0.708285714,0.371371429,,0.228757143,,,
2013,9,24,13267,Murray,0.139742857,,0.611614286,1.061471429,0.625971429,0.607785714,0.413485714,,0.269914286,,,
2013,9,24,13267,Murray,0.302457143,,,0.771457143,,0.9447,0.533128571,,0.184728571,,,
2013,9,24,13267,Murray,0.208657143,,,0.968628571,,0.872914286,0.554185714,,0.243114286,,,
2013,9,24,13267,Murray,0.124428571,,,0.7102,,1.037542857,0.6566,,0.253642857,,,
2013,9,24,13267,Murray,0.200042857,,,1.155271429,,0.720728571,0.4958,,0.252685714,,,
2013,9,24,13267,Murray,0.251728571,,,1.0452,,0.927471429,0.541742857,,0.279485714,,,
2013,9,24,13267,Murray,0.177071429,,,1.710414286,,0.827928571,0.406785714,,0.201957143,,,
2013,9,24,13267,Murray,0.188557143,,,,,0.863342857,0.721685714,,0.2747,,,
2013,9,24,13267,Murray,0.121557143,,,,,0.728385714,0.572371429,,0.225885714,,,
2013,9,24,13267,Murray,0.168457143,,,,,0.870042857,0.5695,,0.277571429,,,
2013,9,24,13267,Murray,0.244071429,,,,,1.139,0.511114286,,0.191428571,,,
2013,9,24,13267,Murray,0.190471429,,,,,0.995428571,0.537914286,,0.239285714,,,
2013,9,24,13267,Murray,0.155057143,,,,,1.177285714,0.831757143,,0.164628571,,,
2013,9,24,13267,Murray,0.117728571,,,,,0.861428571,0.678614286,,0.209614286,,,
2013,9,24,13267,Murray,0.2144,,,,,0.647028571,0.551314286,,0.2881,,,
2013,9,24,13267,Murray,0.2412,,,,,1.247157143,0.6566,,0.235457143,,,
2013,9,24,13267,Murray,0.152185714,,,,,1.489314286,0.834628571,,0.259385714,,,
2013,9,24,13267,Murray,0.252685714,,,,,1.395514286,0.815485714,,0.267042857,,,
2013,9,24,13267,Murray,0.296714286,,,,,0.928428571,0.9782,,0.3216,,,
2013,9,24,13267,Murray,0.178028571,,,,,0.938957143,0.2948,,0.223971429,,,
2013,9,24,13267,Murray,0.268,,,,,0.930342857,0.558014286,,0.232585714,,,
2013,10,4,13277,Miramar,0.125385714,1.276828571,,1.292142857,0.7236,1.535257143,0.329257143,,,0.470914286,,0.600128571
2013,10,4,13277,Miramar,0.137828571,1.513242857,,1.330428571,0.527385714,1.238542857,0.291928571,,,0.545571429,,0.6566
2013,10,4,13277,Miramar,0.146442857,1.144742857,,1.221314286,0.811657143,1.513242857,0.255557143,,,0.536957143,,0.622142857
2013,10,4,13277,Miramar,0.151228571,2.062642857,,1.401257143,0.389557143,1.546742857,0.250771429,,,0.563757143,,0.704457143
2013,10,4,13277,Miramar,0.0804,1.128471429,,1.197385714,0.510157143,1.300757143,0.416357143,,,0.492928571,,0.699671429
2013,10,4,13277,Miramar,0.1742,1.429971429,,0.994471429,0.886314286,1.470171429,0.469957143,,,0.508242857,,0.309157143
2013,10,4,13277,Miramar,0.146442857,1.683614286,,1.347657143,0.564714286,0.870042857,0.372328571,,,0.463257143,,0.707328571
2013,10,4,13277,Miramar,0.103371429,1.979371429,,1.198342857,0.6901,1.123685714,0.291928571,,,0.4489,,0.8509
2013,10,4,13277,Miramar,0.094757143,1.712328571,,1.055728571,0.630757143,1.187814286,0.334042857,,,0.478571429,,0.620228571
2013,10,4,13277,Miramar,0.164628571,1.149528571,,1.221314286,0.895885714,1.318942857,0.270871429,,,0.4891,,0.467085714
2013,10,4,13277,Miramar,0.130171429,1.596514286,,1.624271429,0.729342857,1.1591,0.490057143,,,0.458471429,,0.632671429
2013,10,4,13277,Miramar,0.143571429,1.451985714,,1.418485714,0.547485714,1.325642857,0.425928571,,,,,0.688185714
2013,10,4,13277,Miramar,0.124428571,0.915985714,,1.211742857,0.6968,1.457728571,0.538871429,,,,,0.749442857
2013,10,4,13277,Miramar,0.102414286,1.114114286,,0.966714286,0.485271429,0.705414286,0.4087,,,,,0.746571429
2013,10,4,13277,Miramar,0.103371429,0.896842857,,1.129428571,0.585771429,1.347657143,0.399128571,,,,,0.679571429
2013,10,4,13277,Miramar,0.1005,1.178242857,,1.196428571,0.985857143,0.9715,0.326385714,,,,,0.561842857
2013,10,4,13277,Miramar,0.164628571,0.947571429,,1.2127,0.775285714,1.273957143,0.290014286,,,,,0.654685714
2013,10,4,13277,Miramar,0.148357143,1.1658,,1.019357143,0.471871429,1.064342857,0.265128571,,,,,
2013,10,4,13277,Miramar,0.130171429,1.276828571,,1.200257143,0.587685714,1.158142857,0.280442857,,,,,
2013,10,4,13277,Miramar,0.138785714,0.950442857,,1.091142857,0.831757143,0.820271429,0.476657143,,,,,
2013,10,4,13277,Miramar,0.152185714,0.704457143,,1.545785714,0.899714286,0.940871429,0.487185714,,,,,
2013,10,4,13277,Miramar,0.1474,2.052114286,,1.164842857,0.572371429,0.993514286,0.521642857,,,,,
2013,10,4,13277,Miramar,0.141657143,0.828885714,,1.137085714,0.6633,1.230885714,0.426885714,,,,,
2013,10,4,13277,Miramar,0.198128571,1.4472,,1.072957143,,0.937042857,0.2948,,,,,
2013,10,4,13277,Miramar,0.137828571,1.6482,,0.993514286,,,,,,,,
2013,10,4,13277,Murray,0.266085714,1.189728571,,,,0.330214286,0.270871429,,0.373285714,0.282357143,,0.500585714
2013,10,4,13277,Murray,0.111985714,0.640328571,,,,0.372328571,0.498671429,,0.2546,0.4355,,
2013,10,4,13277,Murray,0.121557143,0.540785714,,,,0.424971429,0.405828571,,0.239285714,,,
2013,10,4,13277,Murray,0.189514286,0.641285714,,,,0.803042857,0.357971429,,0.209614286,,,
2013,10,4,13277,Murray,0.091885714,0.843242857,,,,0.367542857,0.2881,,0.188557143,,,
2013,10,4,13277,Murray,0.159842857,0.753271429,,,,0.392428571,0.405828571,,0.178985714,,,
2013,10,4,13277,Murray,0.105285714,1.224185714,,,,0.5226,0.351271429,,0.246942857,,,
2013,10,4,13277,Murray,0.096671429,0.734128571,,,,0.642242857,0.339785714,,0.242157143,,,
2013,10,4,13277,Murray,0.075614286,0.491014286,,,,0.365628571,0.290014286,,0.216314286,,,
2013,10,4,13277,Murray,0.166542857,0.458471429,,,,0.5226,0.297671429,,0.237371429,,,
